2024-02-09 10:28, success, 1.044534
2024-02-09 10:35, success, 0.776914
2024-02-09 10:41, success, 0.817028
2024-02-09 10:48, success, 0.867447
2024-02-09 10:54, success, 0.756718
2024-02-09 11:05, success, 1.033403
2024-02-09 11:16, success, 0.978725
2024-02-09 11:23, success, 0.842343
2024-02-09 11:29, success, 0.845260
2024-02-09 11:36, success, 0.819151
2024-02-09 11:42, success, 0.805921
2024-02-09 11:49, success, 0.962398
2024-02-09 11:56, success, 0.833145
2024-02-09 12:14, success, 0.828256
2024-02-09 12:37, success, 0.842150
2024-02-09 12:50, success, 0.836324
2024-02-09 12:57, success, 0.582562
2024-02-09 13:11, success, 0.767448
2024-02-09 13:22, success, 0.971470
2024-02-09 13:28, success, 0.835023
2024-02-09 13:36, success, 0.771746
2024-02-09 13:42, success, 0.585481
2024-02-09 13:49, success, 0.758760
2024-02-09 13:55, success, 0.757850
2024-02-09 14:07, success, 1.024138
2024-02-09 14:21, success, 1.094536
2024-02-09 14:28, success, 0.770184
2024-02-09 14:35, success, 0.751892
2024-02-09 14:41, success, 0.837515
2024-02-09 14:48, success, 0.690051
2024-02-09 14:54, success, 0.842316
2024-02-09 15:04, success, 1.017089
2024-02-09 15:18, success, 1.027664
2024-02-09 15:25, success, 0.967817
2024-02-09 15:32, success, 0.818534
2024-02-09 15:38, success, 0.841967
2024-02-09 15:44, success, 1.010777
2024-02-09 15:51, success, 0.772288
2024-02-09 15:57, success, 0.758522
2024-02-09 16:12, success, 0.954764
2024-02-09 16:28, success, 1.035501
2024-02-09 16:36, success, 0.754640
2024-02-09 16:43, success, 0.763445
2024-02-09 16:49, success, 1.093371
2024-02-09 16:55, success, 0.965249
2024-02-09 17:07, success, 1.028403
2024-02-09 17:20, success, 1.023773
2024-02-09 17:26, success, 1.342791
2024-02-09 17:35, success, 0.838068
2024-02-09 17:41, success, 0.972452
2024-02-09 17:47, success, 0.671011
2024-02-09 17:54, success, 0.847599
2024-02-09 18:07, success, 0.884622
