2022-12-10 04:11, success, 0.113729
2022-12-10 08:12, success, 0.173054
2022-12-10 12:16, success, 0.105547
2022-12-10 16:12, success, 0.089214
2022-12-10 20:09, success, 0.116886
2022-12-11 00:56, success, 0.098110
2022-12-11 04:12, success, 0.111614
2022-12-11 08:11, success, 0.117209
2022-12-11 12:16, success, 0.119303
2022-12-11 16:12, success, 0.191064
2022-12-11 20:09, success, 0.100732
2022-12-12 00:53, success, 0.108643
2022-12-12 04:12, success, 0.120602
2022-12-12 08:13, success, 0.129725
2022-12-12 12:19, success, 0.103616
2022-12-12 16:13, success, 0.092937
2022-12-12 20:09, success, 0.087428
2022-12-13 00:55, success, 0.108323
2022-12-13 04:12, success, 0.127882
2022-12-13 08:13, success, 0.136010
2022-12-13 12:18, success, 0.091674
2022-12-13 16:13, success, 0.151703
2022-12-13 20:10, success, 0.102519
2022-12-14 00:51, success, 0.244010
2022-12-14 04:12, success, 0.100082
2022-12-14 08:13, success, 0.090208
2022-12-14 12:18, success, 0.079745
2022-12-14 16:13, success, 0.101417
2022-12-14 20:10, success, 0.101169
2022-12-15 00:53, success, 0.109909
2022-12-15 04:12, success, 0.106648
2022-12-15 08:13, success, 0.090839
2022-12-15 12:18, success, 0.088716
2022-12-15 16:13, success, 0.119739
2022-12-15 20:09, success, 0.123881
2022-12-16 00:48, success, 0.124947
2022-12-16 04:11, success, 0.098153
2022-12-16 08:12, success, 0.083195
2022-12-16 12:16, success, 0.108181
2022-12-16 16:12, success, 0.111587
2022-12-16 20:09, success, 0.178662
2022-12-17 00:49, success, 0.103998
2022-12-17 04:11, success, 0.082439
2022-12-17 08:11, success, 0.109277
2022-12-17 12:15, success, 0.124176
2022-12-17 16:11, success, 0.126236
2022-12-17 20:09, success, 0.105244
2022-12-18 00:48, success, 0.089154
2022-12-18 04:10, success, 0.109808
2022-12-18 08:11, success, 0.120105
2022-12-18 12:15, success, 0.097852
2022-12-18 16:11, success, 0.113895
2022-12-18 20:09, success, 0.098275
2022-12-19 00:46, success, 0.112745
2022-12-19 04:11, success, 0.089224
2022-12-19 08:12, success, 0.099759
2022-12-19 12:18, success, 0.122786
2022-12-19 16:15, success, 0.099456
2022-12-19 20:10, success, 0.131109
2022-12-20 00:51, success, 0.106097
2022-12-20 04:11, success, 0.119530
2022-12-20 08:12, success, 0.563167
2022-12-20 12:17, success, 0.124470
2022-12-20 16:13, success, 0.258775
2022-12-20 20:10, success, 0.118321
2022-12-21 00:46, success, 0.083987
2022-12-21 04:11, success, 0.121020
2022-12-21 08:12, success, 0.110770
2022-12-21 12:17, success, 0.095183
2022-12-21 16:13, success, 0.079607
2022-12-21 20:10, success, 0.128180
2022-12-22 00:49, success, 0.263453
2022-12-22 04:11, success, 0.137590
2022-12-22 08:12, success, 0.119152
