2023-03-05 12:16, success, 0.402631
2023-03-06 00:51, success, 0.208966
2023-03-06 12:18, success, 0.188117
2023-03-07 00:55, success, 0.123698
2023-03-07 12:18, success, 0.199928
2023-03-08 00:54, success, 0.172188
2023-03-08 12:18, success, 0.223840
2023-03-09 00:53, success, 0.125636
2023-03-09 12:19, success, 0.242346
2023-03-10 00:53, success, 0.275426
2023-03-10 12:18, success, 0.210448
2023-03-11 00:44, success, 0.113017
2023-03-11 12:15, success, 0.110518
2023-03-12 00:52, success, 0.252951
2023-03-12 12:15, success, 0.258222
2023-03-13 00:49, success, 0.209477
2023-03-13 12:18, success, 0.170562
2023-03-14 00:42, success, 0.261123
2023-03-14 12:23, success, 0.144022
2023-03-15 00:50, success, 0.241167
2023-03-15 12:17, success, 0.128050
2023-03-16 00:51, success, 0.266905
2023-03-16 12:17, success, 0.221364
2023-03-17 00:51, success, 0.311843
2023-03-17 12:17, success, 0.133002
2023-03-18 00:47, success, 0.202612
2023-03-18 12:15, success, 0.081610
2023-03-19 00:54, success, 0.171725
2023-03-19 12:16, success, 0.279454
2023-03-20 00:51, success, 0.373032
2023-03-20 12:18, success, 0.187721
2023-03-21 00:45, success, 0.137154
2023-03-21 12:16, success, 0.254123
2023-03-22 00:46, success, 0.111305
2023-03-22 12:16, success, 0.127266
2023-03-23 00:45, success, 0.169443
2023-03-23 12:17, success, 0.119989
2023-03-24 00:45, success, 0.358831
2023-03-24 12:15, success, 0.089368
2023-03-25 00:44, success, 0.203959
2023-03-25 12:14, success, 0.163276
2023-03-26 00:51, success, 0.154936
2023-03-26 12:15, success, 0.160835
2023-03-27 00:44, success, 0.199334
2023-03-28 00:48, success, 0.179107
2023-03-28 12:18, success, 0.192062
2023-03-29 00:52, success, 0.177104
2023-03-29 12:18, success, 0.100903
2023-03-30 00:47, success, 0.238407
2023-03-30 12:17, success, 0.104813
2023-03-31 00:49, success, 0.178536
2023-03-31 12:16, success, 0.259576
2023-04-01 00:46, success, 0.260981
2023-04-01 12:14, success, 0.237477
2023-04-02 00:47, success, 0.179874
2023-04-02 12:14, success, 0.173278
2023-04-03 00:43, success, 0.126687
2023-04-03 12:16, success, 0.181545
2023-04-04 00:44, success, 0.372493
2023-04-04 12:16, success, 0.228877
2023-04-05 00:37, success, 0.167773
2023-04-05 12:20, success, 0.249684
2023-04-06 00:42, success, 0.114000
2023-04-06 12:15, success, 0.255707
2023-04-07 00:39, success, 0.118446
